439,Tim Sweeney, $4.5 B  ,  video games,United States,
440,Leonard Stern, $4.5 B  ,  real estate,United States,
441,Chase Coleman III, $4.5 B  ,  hedge fund,United States,
442,Sergei Popov, $4.5 B  ,  banking,Russia,
443,An Kang, $4.5 B  ,  pharmaceuticals,China,
444,Odd Reitan, $4.5 B  ,"  retail, real estate",Norway,
445,Zhao Yan, $4.5 B  ,"  real estate, finance",China,
446,Edwin Leong, $4.5 B  ,  real estate,Hong Kong,
447,Yao Liangsong, $4.5 B  ,  furniture,China,
448,Charles Dolan & family, $4.4 B  ,  cable television,United States,
449,Savitri Jindal & family, $4.4 B  ,  steel,India,
450,Georg Stumpf, $4.4 B  ,"  real estate, construction",Austria,
451,Richard Li, $4.4 B  ,  telecom,Hong Kong,
452,Tamara Gustavson, $4.4 B  ,  self storage,United States,
453,Walter Scott Jr & family, $4.4 B  ,"  utilities, telecom",United States,
454,Julian Robertson Jr, $4.4 B  ,  hedge funds,United States,
455,Henry Samueli, $4.4 B  ,  semiconductors,United States,
456,Joshua Harris, $4.4 B  ,  private equity,United States,
457,Marc Ladreit de Lacharriere, $4.4 B  ,  finance,France,
458,Hasmukh Chudgar, $4.4 B  ,  pharmaceuticals,India,
459,Robert Rich Jr, $4.4 B  ,  frozen foods,United States,
460,Emanuele (Lino) Saputo & family, $4.3 B  ,  cheese,Canada,
461,Dona Bertarelli, $4.3 B  ,  biotech,Switzerland,
462,Randa Duncan Williams, $4.3 B  ,  pipelines,United States,
463,Dannine Avara, $4.3 B  ,  pipelines,United States,
463,Scott Duncan, $4.3 B  ,  pipelines,United States,
463,Milane Frantz, $4.3 B  ,  pipelines,United States,
466,Issad Rebrab & family, $4.3 B  ,  food,Algeria,
467,Andrew Currie, $4.3 B  ,  chemicals,United Kingdom,
467,John Reece, $4.3 B  ,  chemicals,United Kingdom,
469,Mark Cuban, $4.3 B  ,  online media,United States,
470,Akio Nitori, $4.3 B  ,  home furnishings,Japan,
471,Che Jianxing, $4.3 B  ,  furniture retailing,China,
472,Viatcheslav Kantor, $4.3 B  ,"  fertilizer, real estate",Russia,
473,Jeronimo Arango & family, $4.2 B  ,  retail,Mexico,
474,David & Frederick Barclay, $4.2 B  ,"  media, retail",United Kingdom,
475,Juan Roig, $4.2 B  ,  supermarkets,Spain,
476,Barry Lam, $4.2 B  ,  electronics,Taiwan,
477,John Paulson, $4.2 B  ,  hedge funds,United States,
478,Zhu Baoguo & family, $4.2 B  ,  pharmaceuticals,China,
479,Sheldon Solow, $4.2 B  ,  real estate,United States,
480,Stephen Bisciotti, $4.2 B  ,"  staffing, Baltimore Ravens",United States,
481,Isaac Perlmutter, $4.2 B  ,  Marvel comics,United States,
482,Zhou Hongyi, $4.2 B  ,  security software,China,
483,Chen Lip Keong, $4.2 B  ,"  casinos, property, energy",Malaysia,
484,Richard Branson, $4.2 B  ,  Virgin,United Kingdom,
485,Neal Blue & family, $4.1 B  ,  defense,United States,
486,Aloys Wobben, $4.1 B  ,  wind turbines,Germany,
487,Eric Smidt, $4.1 B  ,  hardware stores,United States,
488,Teh Hong Piow, $4.1 B  ,  banking,Malaysia,
489,Joe Gebbia, $4.1 B  ,  Airbnb,United States,
489,Nathan Blecharczyk, $4.1 B  ,  Airbnb,United States,
489,Brian Chesky, $4.1 B  ,  Airbnb,United States,
492,Pan Sutong, $4.1 B  ,"  real estate, finance",Hong Kong,
493,Charles Simonyi, $4.1 B  ,  Microsoft,United States,
494,Jean-Pierre Cayard, $4.1 B  ,  spirits,France,
495,Yeung Kin-man, $4.1 B  ,  electronics,Hong Kong,
496,Margot Birmingham Perot, $4.1 B  ,"  computer services, real estate",United States,
497,Carlos Rodriguez-Pastor, $4.1 B  ,  finance,Peru,
498,Qi Shi & family, $4.1 B  ,  financial information,China,
499,Dagmar Dolby & family, $4.1 B  ,  Dolby Laboratories,United States,
500,Chip Wilson, $4.1 B  ,  Lululemon,Canada,
501,Wang Wenxue, $4.1 B  ,  real estate,China,
502,Wei Jianjun & family, $4.0 B  ,  automobiles,China,
503,Les Wexner & family, $4.0 B  264%,83,retail,United States
504,Alexandra Schoerghuber, $4.0 B  ,  real estate,Germany,
505,Douglas Leone, $4.0 B  ,  venture capital,United States,
506,Friede Springer, $4.0 B  ,  publishing,Germany,
507,Ronald Lauder, $4.0 B  ,  Estee Lauder,United States,
508,Ted Lerner & family, $4.0 B  ,  real estate,United States,
509,John Brown, $4.0 B  ,  medical equipment,United States,
510,Janice McNair, $4.0 B  ,"  energy, sports",United States,
511,Radovan Vitek, $4.0 B  ,  real estate,Czechia,
512,Dong Wei, $4.0 B  ,  pharmaceuticals,China,
513,Tahir & family, $4.0 B  ,  diversified,Indonesia,
514,Sami Mnaymneh, $4.0 B  ,  private equity,United States,
514,Tony Tamer, $4.0 B  ,  private equity,United States,
516,Maria Fernanda Amorim & family, $4.0 B  ,"  energy, investments",Portugal,
517,Anthony von Mandl, $4.0 B  ,  alcoholic beverages,Canada,
518,Ken Langone, $4.0 B  ,  investments,United States,
519,Russ Weiner, $4.0 B  ,  energy drinks,United States,
520,Lee Yeow Chor & Yeow Seng, $4.0 B  ,"  palm oil, property",Malaysia,
521,Igor Altushkin, $4.0 B  ,  metals,Russia,
522,Neil Bluhm, $4.0 B  ,  real estate,United States,
523,Traudl Engelhorn & family, $4.0 B  ,"  pharmaceuticals, medical equipment",Germany,
524,Meg Whitman, $4.0 B  ,  eBay,United States,
525,Wang Linpeng, $4.0 B  ,  furniture retailing,China,
526,Nicolas Puech, $3.9 B  ,  Hermes,France,
527,Lin Shu-hong, $3.9 B  ,  petrochemicals,Taiwan,
528,Steven Udvar-Hazy, $3.9 B  ,  aircraft leasing,United States,
529,Richard Schulze, $3.9 B  ,  Best Buy,United States,
530,Lam Wai Ying, $3.9 B  ,  smartphone screens,Hong Kong,
531,Akira Mori & family, $3.9 B  ,  real estate,Japan,
532,Ludwig Merckle, $3.9 B  ,  pharmaceuticals,Germany,
533,Jack Dorsey, $3.9 B  ,"  Twitter, Square",United States,
534,Vladimir Kim, $3.9 B  ,  mining,Kazakhstan,
535,Michael Moritz, $3.9 B  125%,66,venture capital,United States
536,Bert Beveridge, $3.9 B  ,  vodka,United States,
537,Igor Olenicoff, $3.9 B  ,  real estate,United States,
538,Dirk Rossmann & family, $3.8 B  ,  drugstores,Germany,
539,Howard Schultz, $3.8 B  ,  Starbucks,United States,
540,Jay Chaudhry, $3.8 B  ,  security software,United States,
541,Nie Tengyun & family, $3.8 B  ,  logistics,China,
542,John Sall, $3.8 B  ,  software,United States,
543,Arnon Milchan, $3.8 B  ,  movie making,Israel,
544,Vincent Bolloré & family, $3.8 B  ,  investments,France,
545,Henry Nicholas III, $3.8 B  ,  semiconductors,United States,
546,Sumet Jiaravanon, $3.8 B  ,  diversified,Thailand,
547,Charles B. Johnson, $3.8 B  ,  money management,United States,
548,Mary Alice Dorrance Malone, $3.8 B  ,  Campbell Soup,United States,
549,Marian Ilitch, $3.8 B  ,  Little Caesars,United States,
550,Alain Bouchard, $3.8 B  142%,71,retail,Canada
551,Gary Rollins, $3.8 B  ,  pest control,United States,
552,Yuri Milner, $3.8 B  ,  tech investments,Israel,
553,M.A. Yusuff Ali, $3.8 B  ,  retail,India,
554,Jeff Sutton, $3.8 B  ,  real estate,United States,
555,Shaul Shani, $3.8 B  ,  telecom,Israel,
556,Georg Nemetschek & family, $3.8 B  ,  software,Germany,
557,Shi Yonghong & family, $3.8 B  ,  restaurants,China,
558,Harold Hamm & family, $3.8 B  ,  oil & gas,United States,
559,David Bonderman, $3.7 B  ,  private equity,United States,
560,Trevor Rees-Jones, $3.7 B  ,  oil & gas,United States,
561,Li Haiyan, $3.7 B  ,  restaurants,China,
562,Michael Milken, $3.7 B  136%,74,investments,United States
563,Aiyawatt Srivaddhanaprabha & family, $3.7 B  ,  duty-free,Thailand,
564,Chu Mang Yee & family, $3.7 B  ,  real estate,China,
565,Jaran Chiaravanont, $3.7 B  ,  diversified,Thailand,
566,Michal Solowow, $3.7 B  ,  investments,Poland,
567,Abdulla bin Ahmad Al Ghurair & family, $3.7 B  05%,unknown,diversified,United Arab Emirates
568,Carl Bennet, $3.7 B  ,  investments,Sweden,
569,Nathan Kirsh, $3.7 B  ,"  retail, real estate",Eswatini (Swaziland),
570,Igor Kesaev, $3.7 B  ,"  tobacco distribution, retail",Russia,
571,Majid Al Futtaim & family, $3.7 B  ,"  real estate, retail",United Arab Emirates,
572,Jerry Speyer, $3.7 B  ,  real estate,United States,
573,Montri Jiaravanont, $3.7 B  147%,89,diversified,Thailand
574,Dan Olsson, $3.7 B  ,  diversified,Sweden,
575,Frits Goldschmeding, $3.7 B  ,  temp agency,Netherlands,
576,Rafael Del Pino y Calvo-Sotelo, $3.7 B  ,  construction,Spain,
577,Samuel Tak Lee, $3.7 B  ,  real estate,Hong Kong,
578,Mahendra Choksi & family, $3.7 B  ,  paints,India,
579,Thomas Schmidheiny, $3.7 B  542%,75,cement,Switzerland
580,John Morris, $3.7 B  ,  sporting goods retail,United States,
581,Andrej Babis, $3.7 B  ,  agriculture,Czechia,
582,Min Kao & family, $3.7 B  ,  navigation equipment,United States,
583,Yitzhak Tshuva, $3.7 B  ,  real estate,Israel,
584,Zhang Tao, $3.7 B  ,  e-commerce,China,
585,Randall Rollins, $3.7 B  ,  pest control,United States,
586,Jeff Greene, $3.7 B  ,"  real estate, investments",United States,
587,Barry Diller, $3.6 B  136%,78,online media,United States
588,Rita Tong Liu, $3.6 B  ,  real estate,Hong Kong,
589,Hedda im Brahm-Droege, $3.6 B  ,  consulting,Germany,
590,Jeremy Jacobs Sr & family, $3.6 B  ,  food service,United States,
591,Li Wa, $3.6 B  ,  real estate,Hong Kong,
592,Steven Spielberg, $3.6 B  ,  movies,United States,
593,Dan Friedkin, $3.6 B  ,  Toyota dealerships,United States,
594,Patrick Lee, $3.6 B  ,  paper,Hong Kong,
595,Donald Sterling, $3.6 B  ,  real estate,United States,
596,Wu Zhigang & family, $3.6 B  ,  bakery chain,China,
597,Kim Beom-su, $3.6 B  ,  online services,South Korea,
598,Lin Bin, $3.6 B  ,  smartphones,United States,
599,Frank VanderSloot, $3.6 B  ,"  nutrition, wellness products",United States,
600,Lynsi Snyder, $3.6 B  ,  In-N-Out Burger,United States,
601,Zhang Xin & Pan Shiyi, $3.6 B  ,  real estate,China,
602,Pansy Ho, $3.6 B  ,  casinos,Hong Kong,
603,Rodger Riney & family, $3.6 B  ,  discount brokerage,United States,
604,Thomas Siebel, $3.6 B  ,  business software,United States,
605,Roger Wang, $3.6 B  ,  retail,United States,
606,Shari Arison, $3.6 B  ,  Carnival Cruises,Israel,
607,Shigenobu Nagamori, $3.6 B  ,  motors,Japan,
608,Judy Faulkner, $3.6 B  ,  health IT,United States,
609,James Leprino, $3.6 B  ,  cheese,United States,
610,Jonathan Gray, $3.6 B  ,  investments,United States,
611,Pankaj Patel, $3.6 B  ,  pharmaceuticals,India,
612,Ursula Bechtolsheimer-Kipp, $3.6 B  ,  retail,Germany,
613,Gwendolyn Sontheim Meyer, $3.5 B  ,  Cargill,United States,
614,Rudolf Maag, $3.5 B  ,  medical devices,Switzerland,
615,Anthony Pritzker, $3.5 B  ,"  hotels, investments",United States,
616,Marc Rowan, $3.5 B  ,  private equity,United States,
617,Michel Leclercq & family, $3.5 B  ,  sporting goods,France,
618,Paul Singer, $3.5 B  ,  hedge funds,United States,
619,Larry Xiangdong Chen, $3.5 B  ,  education,China,
620,Pierre Bellon & family, $3.5 B  ,  food services,France,
621,David Steward, $3.5 B  ,  IT provider,United States,
622,Ben Ashkenazy, $3.5 B  ,  real estate,United States,
623,Zhang Hongwei, $3.5 B  ,"  oil, banking",China,
624,Thomas Pritzker, $3.5 B  ,"  hotels, investments",United States,
625,Kiran Mazumdar-Shaw, $3.5 B  ,  biotech,India,
626,Amos Hostetter Jr, $3.5 B  ,  cable television,United States,
627,Gabe Newell, $3.5 B  ,  videogames,United States,
628,Jane Lauder, $3.5 B  ,  Estée Lauder,United States,
629,Juergen Blickle, $3.5 B  ,  auto parts,Germany,
630,Jon Stryker, $3.5 B  ,  medical equipment,United States,
631,Sergei Galitsky, $3.5 B  ,  retail,Russia,
632,S. Curtis Johnson, $3.5 B  ,  cleaning products,United States,
632,Helen Johnson-Leipold, $3.5 B  ,  cleaning products,United States,
632,Winifred Johnson-Marquart, $3.5 B  ,  cleaning products,United States,
635,Wong Luen Hei, $3.5 B  ,  building materials,China,
636,Masahiro Noda, $3.5 B  ,  software,Japan,
637,Thomas Secunda, $3.5 B  ,  Bloomberg LP,United States,
638,H. Fisk Johnson, $3.4 B  ,  cleaning products,United States,
639,Guenther Lehmann & family, $3.4 B  ,  drugstores,Germany,
640,Ronald McAulay, $3.4 B  ,  energy,Hong Kong,
641,Bobby Murphy, $3.4 B  ,  Snapchat,United States,
642,Karsanbhai Patel, $3.4 B  ,  consumer goods,India,
643,Pavel Durov, $3.4 B  ,  messaging app,Russia,
644,Huang Rulun, $3.4 B  ,  real estate,China,
645,J.B. Pritzker, $3.4 B  ,"  hotels, investments",United States,
646,Karel Komarek, $3.4 B  ,"  oil and gas, IT, lotteries",Czechia,
647,Rick Caruso, $3.4 B  ,  real estate,United States,
648,Lynn Schusterman, $3.4 B  ,"  oil & gas, investments",United States,
649,Jaime Gilinski Bacal, $3.4 B  ,  banking,Colombia,
650,Piero Ferrari, $3.4 B  ,  automobiles,Italy,
651,John Coates, $3.4 B  ,  online gambling,United Kingdom,
652,Juan Carlos Escotet, $3.4 B  ,  banking,Venezuela,
653,Martin Haefner, $3.4 B  ,"  software, investments",Switzerland,
654,Evan Spiegel, $3.4 B  ,  Snapchat,United States,
655,Joe Mansueto, $3.4 B  ,  investment research,United States,
656,Zhang Jin, $3.4 B  ,  diversified,China,
657,Daniel Kretinsky, $3.4 B  ,  energy generation,Czechia,
658,Romesh T. Wadhwani, $3.4 B  ,  software,United States,
659,Masatoshi Ito, $3.4 B  ,  retail,Japan,
660,Martin & Olivier Bouygues, $3.4 B  ,"  construction, media",France,
661,Abhay Vakil & family, $3.4 B  ,  Paints,India,
662,Scott Cook, $3.3 B  ,  software,United States,
663,Ralph Dommermuth, $3.3 B  ,  internet service provider,Germany,
664,Pierre Chen, $3.3 B  ,  electronics,Taiwan,
665,John Middleton, $3.3 B  ,  tobacco,United States,
666,Bajaj brothers, $3.3 B  ,  diversified,India,
667,Tom Golisano, $3.3 B  08%,79,payroll services,United States
668,Michael Otto, $3.3 B  ,"  retail, real estate",Germany,
669,Yakir Gabay, $3.3 B  ,  real estate,Cyprus,
670,Daryl Katz, $3.3 B  ,  pharmacies,Canada,
671,John Catsimatidis, $3.3 B  ,"  oil, real estate",United States,
672,Arturo Moreno, $3.3 B  ,"  billboards, Anaheim Angels",United States,
673,Alexander Ponomarenko, $3.3 B  ,"  real estate, airport",Russia,
673,Alexander Skorobogatko, $3.3 B  ,"  real estate, airport",Russia,
675,Takao Yasuda, $3.3 B  ,  retail,Japan,
676,Enrique Razon Jr, $3.3 B  ,  ports,Philippines,
677,Suh Kyung-bae, $3.3 B  ,  cosmetics,South Korea,
678,Christoph Zeller, $3.3 B  ,  dental implants,Liechtenstein,
679,John Arnold, $3.3 B  ,  hedge funds,United States,
680,Anthony Bamford & family, $3.3 B  ,  construction equipment,United Kingdom,
681,Masahiro Miki, $3.3 B  ,  shoes,Japan,
682,Peter Gassner, $3.3 B  ,  software,United States,
683,Lu Xiangyang, $3.3 B  ,"  automobiles, batteries",China,
684,Mohed Altrad, $3.3 B  ,"  scaffolding, cement mixers",France,
685,Kushal Pal Singh, $3.3 B  ,  real estate,India,
686,Mohamed Mansour, $3.3 B  ,  diversified,Egypt,
687,Paolo & Gianfelice Mario Rocca, $3.3 B  ,  pipe manufacturing,Italy,
688,Chairul Tanjung, $3.3 B  ,  diversified,Indonesia,
689,Maja Oeri, $3.3 B  ,  Pharmaceuticals,Switzerland,
690,Kapil & Rahul Bhatia, $3.3 B  ,  airlines,India,
691,Gayle Benson, $3.2 B  ,  pro sports teams,United States,
692,Zheng Shuliang & family, $3.2 B  ,  aluminum products,China,
693,Jiang Bin, $3.2 B  ,  acoustic components,China,
694,Denise York & family, $3.2 B  ,  San Francisco 49ers,United States,
695,Kuan Kam Hon & family, $3.2 B  ,  synthetic gloves,Malaysia,
696,Richard LeFrak & family, $3.2 B  ,  real estate,United States,
697,Luciano Hang, $3.2 B  ,  department stores,Brazil,
698,Su Suyu & family, $3.2 B  ,"  utilities, real estate",China,
699,Renzo Rosso & family, $3.2 B  ,  fashion,Italy,
700,Huang Li, $3.2 B  ,  imaging systems,China,
701,John Gandel, $3.2 B  ,  shopping malls,Australia,
702,Xu Jingren, $3.2 B  ,  pharmaceuticals,China,
703,Charles Cohen, $3.2 B  ,  real estate,United States,
704,Horst Julius Pudwill, $3.2 B  ,  manufacturing,Germany,
705,Micree Zhan, $3.2 B  ,  Cryptocurrency mining chips,China,
706,Zhang Wenzhong, $3.2 B  ,  supermarkets,China,
707,Giuseppe De'Longhi & family, $3.2 B  ,  coffee makers,Italy,
708,John Collison, $3.2 B  ,  payments software,Ireland,
708,Patrick Collison, $3.2 B  ,  payment software,Ireland,
710,Tung Chee Chen, $3.2 B  ,  shipping,Hong Kong,
711,Hans Georg Naeder, $3.2 B  ,  prosthetics,Germany,
712,Austen Cargill II, $3.2 B  ,  Cargill,United States,
713,James Cargill II, $3.2 B  ,  Cargill,United States,
713,Marianne Liebmann, $3.2 B  ,  Cargill,United States,
715,Martin Ebner, $3.2 B  ,  investments,Switzerland,
716,Leon G. Cooperman, $3.2 B  ,  hedge funds,United States,
717,Peter Hargreaves, $3.1 B  ,  financial services,United Kingdom,
718,Antony Ressler, $3.1 B  ,  finance,United States,
719,Fred Smith, $3.1 B  151%,76,FedEx,United States
720,Feng Hailiang, $3.1 B  ,"  copper, education",China,
721,Chen Jianhua, $3.1 B  ,  chemicals,China,
722,Thomas Hagen, $3.1 B  ,  insurance,United States,
723,Don Hankey, $3.1 B  ,  auto loans,United States,
724,Mark Walter, $3.1 B  ,  finance,United States,
725,Rainer Blickle, $3.1 B  ,  auto parts,Germany,
726,Bernard Ecclestone & family, $3.1 B  ,  Formula One,United Kingdom,
727,Jane Goldman, $3.1 B  ,  real estate,United States,
727,Amy Goldman Fowler, $3.1 B  ,  real estate,United States,
727,Diane Kemper, $3.1 B  ,  real estate,United States,
727,Allan Goldman, $3.1 B  ,  real estate,United States,
731,Steve Wynn, $3.1 B  ,"  casinos, hotels",United States,
732,Huang Yi, $3.1 B  ,  car dealerships,Hong Kong,
733,Daniel D'Aniello, $3.1 B  ,  private equity,United States,
734,Angela Leong, $3.1 B  ,  casinos,Hong Kong,
735,Patrick Ryan, $3.1 B  ,  insurance,United States,
736,Li Liufa & family, $3.1 B  ,"  steel, diversified",China,
737,Park Yeon-cha, $3.1 B  ,  sneakers,South Korea,
738,Anil Agarwal & family, $3.1 B  ,"  mining, metals",India,
739,Robert Rowling, $3.1 B  ,"  hotels, investments",United States,
740,Yi Zheng, $3.1 B  ,  software,China,
741,Dmitry Bukhman, $3.1 B  ,  online games,Russia,
741,Igor Bukhman, $3.1 B  ,  online games,Russia,
743,Dong Fan, $3.1 B  ,  medical devices,China,
744,Daniel Och, $3.1 B  ,  hedge funds,United States,
745,John Paul DeJoria, $3.1 B  ,"  hair products, tequila",United States,
746,Martin Lorentzon, $3.1 B  ,  Spotify,Sweden,
747,Phil Ruffin, $3.1 B  ,"  casinos, real estate",United States,
748,David Rubenstein, $3.1 B  ,  private equity,United States,
749,Benjamin Zhengmin Pan & family, $3.1 B  ,  electronics,China,
750,Wang Zhendong, $3.1 B  ,  education,China,
751,Alan Trefler, $3.0 B  ,  software,United States,
752,Ira Rennert, $3.0 B  ,  investments,United States,
753,Rahul Bajaj, $3.0 B  ,  diversified,India,
754,Shu Ping, $3.0 B  ,  restaurants,Singapore,
755,Bernard Saul II, $3.0 B  ,"  banking, real estate",United States,
756,Thomas Straumann, $3.0 B  ,  dental implants,Switzerland,
757,Miguel Krigsner, $3.0 B  ,  cosmetics,Brazil,
758,Bennett Dorrance, $3.0 B  ,  Campbell Soup,United States,
759,Chang-Woo Han & family, $3.0 B  ,  pachinko parlors,Japan,
760,Michael Pieper, $3.0 B  ,  kitchen appliances,Switzerland,
761,Naguib Sawiris, $3.0 B  ,  telecom,Egypt,
762,Andrew & Peggy Cherng, $3.0 B  ,  restaurants,United States,
763,Thai Lee, $3.0 B  ,  IT provider,United States,
763,Joseph Liemandt, $3.0 B  ,  software,United States,
763,Orlando Bravo, $3.0 B  ,  private equity,United States,
766,James Irsay, $3.0 B  ,  Indianapolis Colts,United States,
767,Peter Kellogg, $3.0 B  ,  investments,United States,
768,William Wrigley Jr, $3.0 B  ,  chewing gum,United States,
769,Fang Wei, $3.0 B  ,  steel,China,
770,William Conway Jr, $3.0 B  ,  private equity,United States,
771,Steven Klinsky, $3.0 B  ,  investments,United States,
772,Barry Sternlicht, $3.0 B  ,  private equity,United States,
773,Kwon Hyuk-bin, $3.0 B  ,  online games,South Korea,
774,Christian Haub, $3.0 B  ,  retail,Germany,
775,Heidi Horten, $2.9 B  ,  retail,Austria,
776,Arthur Irving, $2.9 B  ,  oil,Canada,
777,Glen Taylor, $2.9 B  ,  printing,United States,
778,Michael Minhong Yu, $2.9 B  ,  education,China,
779,Hans Peter Wild, $2.9 B  ,  flavorings,Switzerland,
780,Noam Gottesman, $2.9 B  ,  hedge funds,United States,
781,Michael Hintze, $2.9 B  ,  investment,Australia,
782,Denis O'Brien, $2.9 B  ,  telecom,Ireland,
783,Jeff Rothschild, $2.9 B  ,  Facebook,United States,
784,Bernard Broermann, $2.9 B  ,  hospitals,Germany,
785,Sun Huaiqing & family, $2.9 B  ,  cosmetics,China,
786,Juan Abello, $2.9 B  ,  investments,Spain,
787,Anthony Wood, $2.9 B  ,  Roku,United States,
788,Choo Chong Ngen, $2.9 B  ,  hotels,Singapore,
789,Richard Chandler, $2.9 B  ,  investments,New Zealand,
789,Su Hua, $2.9 B  ,  video streaming,China,
791,Michael Rubin, $2.9 B  ,  online retail,United States,
792,Lin Xiucheng & family, $2.9 B  ,  electronics,China,
793,Don Vultaggio & family, $2.9 B  ,  beverages,United States,
794,Chung Mong-koo, $2.9 B  ,  Hyundai,South Korea,
795,Richard Sands, $2.9 B  ,  liquor,United States,
796,Arkady Rotenberg, $2.9 B  ,"  construction, pipes, banking",Russia,
797,Zhou Jianping, $2.9 B  ,  fashion retail,China,
798,Erman Ilicak, $2.9 B  ,  construction,Turkey,
799,Kelcy Warren, $2.9 B  ,  pipelines,United States,
800,Masateru Uno & family, $2.9 B  ,  drugstores,Japan,
801,Hans Langer, $2.9 B  ,  3D printing,Germany,
802,Fu Liquan, $2.8 B  ,  surveillance equipment,China,
803,Richard Tsai, $2.8 B  ,  finance,Taiwan,
804,Edward Johnson IV, $2.8 B  ,  money management,United States,
804,Elizabeth Johnson, $2.8 B  ,  money management,United States,
806,Ke Zunhong & family, $2.8 B  ,  pharmaceuticals,China,
807,Daniel Loeb, $2.8 B  ,  hedge funds,United States,
808,Mark Stevens, $2.8 B  08%,60,venture capital,United States
809,Zarakh Iliev, $2.8 B  ,  real estate,Russia,
809,God Nisanov, $2.8 B  ,  real estate,Russia,
811,Mark Shoen, $2.8 B  ,  U-Haul,United States,
812,Jason Chang, $2.8 B  ,  electronics,Singapore,
812,James Jannard, $2.8 B  ,  sunglasses,United States,
814,Qiu Guanghe & family, $2.8 B  ,  fashion retail,China,
815,Vikram Lal, $2.8 B  ,  motorcycles,India,
816,Rupert Johnson Jr, $2.8 B  ,  money management,United States,
817,Ivan Glasenberg, $2.8 B  ,  mining,Switzerland,
818,Dulce Pugliese de Godoy Bueno, $2.8 B  ,"  hospitals, health care",Brazil,
819,Or Wai Sheun, $2.8 B  ,  real estate,Hong Kong,
820,Jimmy Haslam, $2.8 B  ,"  gas stations, retail",United States,
821,Ravi Pillai, $2.8 B  ,  construction,India,
822,Sumner Redstone, $2.8 B  ,  media,United States,
823,Yu Yong, $2.8 B  ,  mining,China,
824,Otto Happel, $2.8 B  ,  engineering,Germany,
825,Philip Niarchos, $2.8 B  ,  art collection,Greece,
826,Erik Selin, $2.8 B  ,  real estate,Sweden,
827,Johnelle Hunt, $2.8 B  ,  trucking,United States,
828,Stephen Mandel Jr, $2.8 B  ,  hedge funds,United States,
829,Samuel Yin, $2.8 B  ,  retail,Taiwan,
830,Drayton McLane Jr, $2.8 B  ,"  Walmart, logistics",United States,
831,Pawan Munjal & family, $2.8 B  ,  motorcycles,India,
832,Clive Palmer, $2.8 B  ,  mining,Australia,
833,Haim Saban, $2.8 B  ,"  TV network, investments",United States,
834,Oleg Deripaska, $2.8 B  ,"  aluminum, utilities",Russia,
835,Rinat Akhmetov, $2.8 B  ,"  steel, coal",Ukraine,
836,Erwin Franz Mueller, $2.8 B  ,  drugstores,Germany,
837,James Packer, $2.8 B  ,  casinos,Australia,
838,Vanich Chaiyawan, $2.7 B  ,"  insurance, beverages",Thailand,
839,Tsai Hong-tu, $2.7 B  ,  finance,Taiwan,
840,Bulat Utemuratov, $2.7 B  ,"  mining, banking, hotels",Kazakhstan,
841,Bob Parsons, $2.7 B  ,  web hosting,United States,
842,Eric Lefkofsky, $2.7 B  ,  Groupon,United States,
843,Garrett Camp, $2.7 B  ,  Uber,Canada,
844,Alexander Nesis, $2.7 B  ,"  metals, banking, fertilizers",Russia,
845,Jeffrey Lurie, $2.7 B  ,  Philadelphia Eagles,United States,
846,Sean Parker, $2.7 B  ,  Facebook,United States,
847,Georg Haub, $2.7 B  ,  retail,Germany,
848,Tsai Cheng-ta, $2.7 B  ,  finance,Taiwan,
849,Prasert Prasarttong-Osoth, $2.7 B  ,  hospitals,Thailand,
850,Ty Warner, $2.7 B  ,"  real estate, plush toys",United States,
851,Harald Link, $2.7 B  ,  diversified,Thailand,
852,Pei Zhenhua, $2.7 B  ,  batteries,China,
853,Gil Shwed, $2.7 B  ,  software,Israel,
854,Samvel Karapetyan, $2.7 B  ,  real estate,Russia,
855,Jason Jiang, $2.7 B  ,  advertising,China,
856,Raj Kumar & Kishin RK, $2.7 B  ,  real estate,Singapore,
857,Chandru Raheja, $2.7 B  ,  real estate,India,
858,Wu Yiling, $2.7 B  ,  pharmaceuticals,China,
859,Ivar Tollefsen, $2.7 B  ,  real estate,Norway,
860,Maritsa Lazari & family, $2.7 B  ,  real estate,United Kingdom,
861,John Caudwell, $2.7 B  ,  mobile phones,United Kingdom,
862,Penny Pritzker, $2.7 B  ,"  hotels, investments",United States,
863,Travis Kalanick, $2.6 B  ,  Uber,United States,
864,Eva Maria Bucher-Haefner, $2.6 B  ,"  software, investments",Switzerland,
865,Jim Davis, $2.6 B  ,  staffing & recruiting,United States,
866,Luca Garavoglia, $2.6 B  ,  spirits,Italy,
867,Patrizio Bertelli, $2.6 B  ,  luxury goods,Italy,
868,Miuccia Prada, $2.6 B  ,  luxury goods,Italy,
869,Dinara Kulibaeva, $2.6 B  463%,53,banking,Kazakhstan
869,Timur Kulibaev, $2.6 B  463%,54,banking,Kazakhstan
871,Herbert Wertheim, $2.6 B  ,  investments,United States,
872,Tom Morris, $2.6 B  ,  retail,United Kingdom,
873,Suhail Bahwan, $2.6 B  ,  diversified,Oman,
874,Abdulsamad Rabiu, $2.6 B  ,"  cement, sugar",Nigeria,
875,Jeffery Hildebrand, $2.6 B  ,  oil,United States,
876,Sebastian Piñera & family, $2.6 B  ,  investments,Chile,
877,Jean (Gigi) Pritzker, $2.6 B  ,"  hotels, investments",United States,
878,Li Zhongchu, $2.6 B  ,  software,China,
879,Lawrence Stroll, $2.6 B  ,  fashion investments,Canada,
